X1,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,codingWeekStartDay
21,2020-06-21-2020-06-28,UCm7lHFkt2yB_WzL67aruVBQ,GHiDVPokUsY,&#39;Kung Flu&#39;: Donald Trump mocks China over Covid; White House denies racism,2020-06-23T14:31:17Z,113262,2674,171,854,174,Hindustan Times,3730000,IN,https://www.youtube.com/watch?v=GHiDVPokUsY,2020-06-21
22,2020-06-21-2020-06-28,UCoMdktPbSTixAyNGwb-UYkQ,KYWEZiSAXQA,How COVID-19 will impact the UK economy compared to other countries,2020-06-24T18:57:00Z,108979,343,438,275,139,Sky News,3870000,GB,https://www.youtube.com/watch?v=KYWEZiSAXQA,2020-06-21
23,2020-06-21-2020-06-28,UCeY0bbntWzzVIaj2z3QigXg,ZWbFF3PLnQw,How Scientists Test Face Mask Effectiveness Against Coronavirus | NBC Nightly News,2020-06-21T23:39:24Z,108469,556,161,301,124,NBC News,6110000,Unknown,https://www.youtube.com/watch?v=ZWbFF3PLnQw,2020-06-21
24,2020-06-21-2020-06-28,UC7RCGWVd4j_WxIGalDkVi0w,4cOBUxT7PxQ,A Global Coronavirus Poem Written by Children Around the World Under Lockdown,2020-06-26T14:00:03Z,104680,906,55,44,151,SaveTheChildren,146000,GB,https://www.youtube.com/watch?v=4cOBUxT7PxQ,2020-06-21
25,2020-06-21-2020-06-28,UCeY0bbntWzzVIaj2z3QigXg,baHR5E952H8,"&#39;Slow The Testing Down, Please&#39; President Mocks COVID-19 As 26 States See Spike In Infections",2020-06-21T17:30:02Z,100341,558,126,357,168,NBC News,6110000,Unknown,https://www.youtube.com/watch?v=baHR5E952H8,2020-06-21
26,2020-06-21-2020-06-28,UC2CzLwbhTiI8pTKNVyrOnJQ,cNvPEGtZNhc,"Covid-19 numbers as at June 23, 2020",2020-06-23T09:19:30Z,94137,1403,54,165,100,Free Malaysia Today,391000,MY,https://www.youtube.com/watch?v=cNvPEGtZNhc,2020-06-21
27,2020-06-21-2020-06-28,UCq18eeL7D9Vd8DhjMcLh9QQ,nMbQlzqZZKs,The After-Effects of COVID-19 Can Last for Months | Good Morning Britain,2020-06-24T09:25:29Z,90223,617,67,N/A,584,Good Morning Britain,1010000,GB,https://www.youtube.com/watch?v=nMbQlzqZZKs,2020-06-21
28,2020-06-21-2020-06-28,UCcMOKkB4dXmVgYEF13PqnLQ,jq-_gtjnzZg,Quadriplegic COVID-19 Patient Starved by Texas Doctor because of his Disability,2020-06-26T22:12:52Z,81139,619,65,395,315,Texas Right to Life,1130,Unknown,https://www.youtube.com/watch?v=jq-_gtjnzZg,2020-06-21
29,2020-06-21-2020-06-28,UCknLrEdhRCp1aegoMqRaCZg,li_wbkIj6-Q,How important is the immune system in protecting against Covid-19? | COVID-19 Special,2020-06-25T10:00:30Z,72689,842,42,165,758,DW News,2960000,DE,https://www.youtube.com/watch?v=li_wbkIj6-Q,2020-06-21
0,2020-06-28-2020-07-05,UC3XTzVzaHQEd30rQbuvCtTQ,R652nwUcJRA,Coronavirus IX: Evictions: Last Week Tonight with John Oliver (HBO),2020-06-29T06:30:01Z,7570661,142045,6151,21709,1139,LastWeekTonight,8830000,Unknown,https://www.youtube.com/watch?v=R652nwUcJRA,2020-06-28
1,2020-06-28-2020-07-05,UCMSsLqxqvZsNXi0Z-VjN89A,w-NZeaEKRng,Top 10 Things I learned Treating COVID ICU Patients | COVID ICU,2020-07-02T15:05:28Z,1694253,38062,1543,4478,933,Doctor Mike Hansen,959000,US,https://www.youtube.com/watch?v=w-NZeaEKRng,2020-06-28
2,2020-06-28-2020-07-05,UCXmtnbNO7_no7RekfUIqVcw,Xaw8DsF2Igc,How to test your child for coronavirus (Covid-19) in the UK,2020-07-02T11:24:04Z,976344,3284,575,0,255,Department of Health and Social Care,22500,GB,https://www.youtube.com/watch?v=Xaw8DsF2Igc,2020-06-28
3,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,02Wi5GSkdNk,Maps show explosive growth of coronavirus in US,2020-06-29T21:27:40Z,902050,7636,1648,4288,655,CNN,13000000,Unknown,https://www.youtube.com/watch?v=02Wi5GSkdNk,2020-06-28
4,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,VGZyWPzZu8g,Trump says he believes coronavirus will just disappear,2020-07-01T21:23:37Z,860170,8343,2053,5978,485,CNN,13000000,Unknown,https://www.youtube.com/watch?v=VGZyWPzZu8g,2020-06-28
5,2020-06-28-2020-07-05,UCo7a6riBFJ3tkeHjvkXPn1g,7cgpMBRPj8o,How Hong Kong beat coronavirus and avoided lockdown | CNBC Reports,2020-06-29T21:00:02Z,727397,10146,447,1808,489,CNBC International,1050000,GB,https://www.youtube.com/watch?v=7cgpMBRPj8o,2020-06-28
7,2020-06-28-2020-07-05,UCs6vRDdkZ8bP8Xt6WHbvrwA,ik5qhnqIZy8,The HU - Covid-19 Relief Effort Fundraising Concert,2020-06-28T17:59:31Z,594681,23333,182,2343,4575,The HU,1250000,MN,https://www.youtube.com/watch?v=ik5qhnqIZy8,2020-06-28
8,2020-06-28-2020-07-05,UCZYTClx2T1of7BRZ86-8fow,mIJYfsOyO4M,From Scarred Lungs to Diabetes: How COVID May Stick With People Long-Term | SciShow News,2020-07-03T21:00:14Z,456206,17742,387,1594,365,SciShow,6910000,US,https://www.youtube.com/watch?v=mIJYfsOyO4M,2020-06-28
9,2020-06-28-2020-07-05,UC4p6bEngiRCN7TyTxZVJ3OQ,RqYD7taehrU,Coronavirus Treatment and Prevention With Monoclonal Antibodies,2020-07-01T15:00:07Z,338030,1762,226,93,356,JAMA Network,127000,US,https://www.youtube.com/watch?v=RqYD7taehrU,2020-06-28
10,2020-06-28-2020-07-05,UCYPvAwZP8pZhSMW8qs7cVCw,R0zTovKXbC4,COVID-19 Spike In Hyderabad: Health Officials Propose 15 Day Lock Down In Telangana&#39;s Capital,2020-06-28T13:14:28Z,282368,1295,160,93,141,India Today,5260000,IN,https://www.youtube.com/watch?v=R0zTovKXbC4,2020-06-28
11,2020-06-28-2020-07-05,UCvhPRRiwI1_p4OBsY0yz6mg,qX0jbLxFQ90,Corona Quacks: Exposing fake coronavirus cures in Ghana - BBC Africa Eye documentary,2020-06-29T18:30:17Z,260211,2629,244,759,1678,BBC News Africa,790000,GB,https://www.youtube.com/watch?v=qX0jbLxFQ90,2020-06-28
12,2020-06-28-2020-07-05,UCknLrEdhRCp1aegoMqRaCZg,q1p5t_GJHCY,Coronavirus update - Latest developments around the world | DW News,2020-07-01T11:04:20Z,237340,1743,174,465,545,DW News,2960000,DE,https://www.youtube.com/watch?v=q1p5t_GJHCY,2020-06-28
13,2020-06-28-2020-07-05,UCBi2mrWuNuyYy4gbM6fU18Q,oW8KbRGUsIs,A Fourth of July unlike any other as COVID-19 cases keep rising,2020-07-04T00:39:02Z,191361,2211,328,1182,321,ABC News,12100000,US,https://www.youtube.com/watch?v=oW8KbRGUsIs,2020-06-28
14,2020-06-28-2020-07-05,UCknLrEdhRCp1aegoMqRaCZg,hv_7IssX2dU,"Coronavirus cases in India pass 600,000 | Covid Update",2020-07-03T04:30:03Z,167200,1314,125,445,404,DW News,2960000,DE,https://www.youtube.com/watch?v=hv_7IssX2dU,2020-06-28
15,2020-06-28-2020-07-05,UCYPvAwZP8pZhSMW8qs7cVCw,nD5up6SWtng,Spike In Covid-19 Cases In Bengaluru; Karnataka Govt Imposes New Rules And Guidelines,2020-06-29T14:08:43Z,160383,458,54,71,245,India Today,5260000,IN,https://www.youtube.com/watch?v=nD5up6SWtng,2020-06-28
16,2020-06-28-2020-07-05,UC16niRr50-MSBwiO3YDb3RA,PCXCr4N7DTc,"Covid-19 death toll passes 500,000 worldwide - BBC News",2020-06-29T13:21:02Z,148252,801,530,877,343,BBC News,11100000,GB,https://www.youtube.com/watch?v=PCXCr4N7DTc,2020-06-28
17,2020-06-28-2020-07-05,UC16niRr50-MSBwiO3YDb3RA,l-5tvPJ0NQg,Covid survivors may face life-long brain injuries - BBC News,2020-06-30T21:40:20Z,120906,1649,197,580,180,BBC News,11100000,GB,https://www.youtube.com/watch?v=l-5tvPJ0NQg,2020-06-28
18,2020-06-28-2020-07-05,UChDKyKQ59fYz3JO2fl0Z6sg,1cY6xuwZjZU,'COVID Parties' In Alabama Spark Growing Outrage | TODAY,2020-07-03T21:00:01Z,107700,726,119,693,146,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=1cY6xuwZjZU,2020-06-28
19,2020-06-28-2020-07-05,UCknLrEdhRCp1aegoMqRaCZg,JgkoKLDfUBw,Researching coronavirus: What are the findings? | COVID-19 Special,2020-07-03T15:23:10Z,101589,1210,62,181,730,DW News,2960000,DE,https://www.youtube.com/watch?v=JgkoKLDfUBw,2020-06-28
20,2020-06-28-2020-07-05,UCCj956IF62FbT7Gouszaj9w,K7FjL0Lo-RM,Emotional coronavirus lockdown poem gets its own animation - BBC,2020-06-28T13:00:05Z,84677,1400,124,85,130,BBC,12000000,GB,https://www.youtube.com/watch?v=K7FjL0Lo-RM,2020-06-28
21,2020-06-28-2020-07-05,UCHaHD477h-FeBbVh9Sh7syA,SlNDqPInXgc,Coronavirus: Half million deaths - News Review,2020-06-30T14:47:15Z,64184,2096,30,76,712,BBC Learning English,3890000,GB,https://www.youtube.com/watch?v=SlNDqPInXgc,2020-06-28
22,2020-06-28-2020-07-05,UCknLrEdhRCp1aegoMqRaCZg,ITZ9T3gswzQ,How the coronavirus affects pregnancy and childbirth | COVID-19 Special,2020-07-02T15:19:27Z,64372,366,25,68,682,DW News,2960000,DE,https://www.youtube.com/watch?v=ITZ9T3gswzQ,2020-06-28
23,2020-06-28-2020-07-05,UCknLrEdhRCp1aegoMqRaCZg,qI7GCiu1nB8,Studies indicate how the coronavirus will shape the future of work | COVID-19 Special,2020-06-29T15:47:02Z,52383,496,37,69,699,DW News,2960000,DE,https://www.youtube.com/watch?v=qI7GCiu1nB8,2020-06-28
24,2020-06-28-2020-07-05,UCLhvJPN0jNpTk53fKEkM7Dg,mqV8igW9COg,Is Covid-19 God&#39;s Judgement? with N.T. Wright,2020-06-29T18:02:00Z,44583,690,65,335,1430,WAY Nation,90700,US,https://www.youtube.com/watch?v=mqV8igW9COg,2020-06-28
25,2020-06-28-2020-07-05,UCknLrEdhRCp1aegoMqRaCZg,ZajX2kU2mYs,Poverty on the rise: Is the coronavirus cure worse than the disease? | To The Point,2020-07-02T14:00:18Z,31849,403,32,86,1566,DW News,2960000,DE,https://www.youtube.com/watch?v=ZajX2kU2mYs,2020-06-28
26,2020-06-28-2020-07-05,UCsyPEi8BS07G8ZPXmpzIZrg,Lnpb2ErJBNY,Hindi Video on supporting COVID recovered patients,2020-07-03T06:11:59Z,20192,291,21,6,38,Ministry of Health & Family Welfare,624000,Unknown,https://www.youtube.com/watch?v=Lnpb2ErJBNY,2020-06-28
27,2020-06-28-2020-07-05,UCfyYK3GqcotDIAjcoReK3Hg,JXrULCpKL94,Does your phone have a &quot;COVID tracker&quot;?,2020-06-30T14:56:46Z,16186,73,159,65,145,PolitiFact,10800,US,https://www.youtube.com/watch?v=JXrULCpKL94,2020-06-28
28,2020-06-28-2020-07-05,UC1yk0FVuAQctI6yjRlqc1Eg,WkFvSv6MF3A,Magination Press Story Time - Rebecca Growe Reads A Kid&#39;s Guide to Coronavirus,2020-06-30T10:30:02Z,15060,84,14,N/A,382,American Psychological Association,41200,Unknown,https://www.youtube.com/watch?v=WkFvSv6MF3A,2020-06-28
29,2020-06-28-2020-07-05,UC1xMoLlrv0DJ3hcBo914a2Q,lnpXlIXKE48,British PM Boris Johnson does push-ups to show COVID-19 recovery,2020-06-29T08:48:01Z,7556,7,30,2,91,NYOOOZ TV,444000,IN,https://www.youtube.com/watch?v=lnpXlIXKE48,2020-06-28
0,2020-07-05-2020-07-12,UCo7a6riBFJ3tkeHjvkXPn1g,LDk9CW82puo,Vietnam had zero coronavirus deaths in 2020. Here's why. | CNBC Reports,2020-07-06T21:00:05Z,5235564,54646,3641,14973,461,CNBC International,1050000,GB,https://www.youtube.com/watch?v=LDk9CW82puo,2020-07-05
1,2020-07-05-2020-07-12,UCmEzBOAFElfaHS1oQ11K3gg,AhC6_JXagxE,COVID-19 test video for children to watch,2020-07-06T16:34:41Z,2611979,15359,3342,N/A,127,Provincial Health Services Authority (PHSA),NA,CA,https://www.youtube.com/watch?v=AhC6_JXagxE,2020-07-05
2,2020-07-05-2020-07-12,UCC-slLJZ4p4HOznMUcFn_2g,DIbohiYGWxE,COVID-21,2020-07-05T18:35:55Z,2152398,168168,1000,5767,63,Zalinki,382000,VI,https://www.youtube.com/watch?v=DIbohiYGWxE,2020-07-05
3,2020-07-05-2020-07-12,UCWePvkHzRM1KM-T7E1Yh_TQ,WpfOC2oWPAA,What To Do If I Have Covid 19? Treatment and Recovery at Home,2020-07-11T21:27:06Z,1384551,17113,630,2288,369,Dr SMART team,14900,US,https://www.youtube.com/watch?v=WpfOC2oWPAA,2020-07-05
4,2020-07-05-2020-07-12,UCZYTClx2T1of7BRZ86-8fow,GqrA6ojnhJQ,What Does an Asymptomatic COVID-19 Infection Look Like?,2020-07-10T21:00:03Z,1338293,22090,1092,2174,321,SciShow,6910000,US,https://www.youtube.com/watch?v=GqrA6ojnhJQ,2020-07-05
5,2020-07-05-2020-07-12,UCJI3zSuk-KEPZJ8X-HBRdLw,3C3aNX4YcAI,Combate el Coronavirus #COVID-19 #Coronavirus #Virus,2020-07-10T21:25:56Z,1299137,31915,882,1349,194,Con Mucho Sabor,NA,US,https://www.youtube.com/watch?v=3C3aNX4YcAI,2020-07-05
6,2020-07-05-2020-07-12,UC0p5jTq6Xx_DosDFxVXnWaQ,PAs0gw1zIuQ,Covid-19: why travel will never be the same | The Economist,2020-07-10T14:34:31Z,1057213,10489,508,962,467,The Economist,2180000,GB,https://www.youtube.com/watch?v=PAs0gw1zIuQ,2020-07-05
7,2020-07-05-2020-07-12,UCqnbDFdCpuN8CMEg0VuEBqA,XRZETJZd9E8,'I Can Barely Keep Track': Inside a Texas Hospital Battling Coronavirus | Coronavirus News,2020-07-06T17:00:20Z,355385,3893,1337,1721,327,The New York Times,3860000,Unknown,https://www.youtube.com/watch?v=XRZETJZd9E8,2020-07-05
8,2020-07-05-2020-07-12,UCixMlmdY1xka_KHx1FfQjxQ,VSf7l-SNrN4,COVID 19 Pass Your Closed-Circuit (Parking Lot) Driving Test,2020-07-08T23:00:04Z,349189,5533,86,2430,628,Smart Drive Test,218000,US,https://www.youtube.com/watch?v=VSf7l-SNrN4,2020-07-05
9,2020-07-05-2020-07-12,UC16niRr50-MSBwiO3YDb3RA,2bSvL87r1Go,Coronavirus: How Mexican cartels are taking advantage of pandemic - BBC News,2020-07-10T14:34:57Z,303638,4130,308,1011,205,BBC News,11100000,GB,https://www.youtube.com/watch?v=2bSvL87r1Go,2020-07-05
10,2020-07-05-2020-07-12,UC16niRr50-MSBwiO3YDb3RA,MRkoyixoWPc,Coronavirus updates from around the world - BBC News,2020-07-07T10:22:18Z,279091,1670,235,548,746,BBC News,11100000,GB,https://www.youtube.com/watch?v=MRkoyixoWPc,2020-07-05
11,2020-07-05-2020-07-12,UChDKyKQ59fYz3JO2fl0Z6sg,bzGYqX81Wu8,Tom Hanks Talks About His Recovery From Coronavirus And New Film 'Greyhound' | TODAY,2020-07-07T13:15:01Z,251519,2024,1683,1849,841,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=bzGYqX81Wu8,2020-07-05
12,2020-07-05-2020-07-12,UCK7tptUDHh-RYDsdxO1-5QQ,-f73QTQQd7A,Why The Coronavirus May Forever Change Grocery Shopping | WSJ,2020-07-10T16:00:00Z,218225,3531,202,294,463,Wall Street Journal,3200000,US,https://www.youtube.com/watch?v=-f73QTQQd7A,2020-07-05
13,2020-07-05-2020-07-12,UCoMdktPbSTixAyNGwb-UYkQ,rR2C7gkd_4E,Former MI6 chief claims coronavirus came from Wuhan lab,2020-07-05T19:22:14Z,178496,2179,257,772,211,Sky News,3870000,GB,https://www.youtube.com/watch?v=rR2C7gkd_4E,2020-07-05
14,2020-07-05-2020-07-12,UCG-iSMVtWbbwDDXgXXypARQ,BG5pEDKbQv0,Coronavirus Pandemic Update 94: Inhaled Steroids COVID-19 Treatment; New Pneumonia in Kazakhstan?,2020-07-10T16:53:41Z,175804,4429,79,746,629,MedCram - Medical Lectures Explained CLEARLY,1280000,US,https://www.youtube.com/watch?v=BG5pEDKbQv0,2020-07-05
15,2020-07-05-2020-07-12,UC4SUWizzKc1tptprBkWjX2Q,WTfrjufPU8M,Coronavirus: A look inside China's Wuhan Institute of Virology,2020-07-08T11:38:23Z,168381,985,585,643,144,South China Morning Post,2630000,HK,https://www.youtube.com/watch?v=WTfrjufPU8M,2020-07-05
16,2020-07-05-2020-07-12,UCrUakQYl5gw_xjVGmEXq4rA,k7sxpOSWFJM,Using Hydrogen Peroxide Against Novel Coronavirus,2020-07-07T05:00:10Z,165897,1382,173,N/A,133,University Health,3710,US,https://www.youtube.com/watch?v=k7sxpOSWFJM,2020-07-05
17,2020-07-05-2020-07-12,UCBcl_uF0T4nIsmX-mc_GyDA,5ixtSmQy54g,Official Teaser //COVID WITH DAVID //malayalam short movie,2020-07-05T05:59:59Z,146628,17794,332,1043,71,Richu Bhai 007,276000,IN,https://www.youtube.com/watch?v=5ixtSmQy54g,2020-07-05
18,2020-07-05-2020-07-12,UCuFFtHWoLl5fauMMD5Ww2jA,TlWCzunVG-k,Canadian actor Nick Cordero dies from coronavirus complications,2020-07-07T18:17:07Z,130013,630,336,408,269,CBC News,2830000,CA,https://www.youtube.com/watch?v=TlWCzunVG-k,2020-07-05
19,2020-07-05-2020-07-12,UCuvMo1zfAk-zX8AcU88xzZA,3uvZy6xTrrM,The Peak of Coronavirus | According to Astrology | Vivek Mudghal |,2020-07-05T10:49:21Z,129478,3700,339,1084,775,Jagdamba Jyotish,30500,IN,https://www.youtube.com/watch?v=3uvZy6xTrrM,2020-07-05
20,2020-07-05-2020-07-12,UCknLrEdhRCp1aegoMqRaCZg,pgtIhbcl6UU,Coronavirus update: Latest developments in the coronavirus pandemic | DW News,2020-07-08T11:09:40Z,125380,912,78,153,500,DW News,2960000,DE,https://www.youtube.com/watch?v=pgtIhbcl6UU,2020-07-05
21,2020-07-05-2020-07-12,UCH1oRy1dINbMVp3UFWrKP0w,vfUNFetKLKs,1st look as Disney World reopens amid COVID-19 l GMA,2020-07-08T14:03:34Z,112274,979,181,473,235,Good Morning America,3720000,US,https://www.youtube.com/watch?v=vfUNFetKLKs,2020-07-05
22,2020-07-05-2020-07-12,UCoMdktPbSTixAyNGwb-UYkQ,XeEgBOmCTEM,Coronavirus: Sky reporter called &#39;stupid&#39; for wearing mask,2020-07-05T17:20:29Z,105526,1114,536,1540,255,Sky News,3870000,GB,https://www.youtube.com/watch?v=XeEgBOmCTEM,2020-07-05
23,2020-07-05-2020-07-12,UC07-dOwgza1IguKA86jqxNA,bLT-XdPRUAA,Sharing COVID-19 experiences: The New Zealand response,2020-07-07T09:13:01Z,103492,2036,250,841,245,World Health Organization (WHO),774000,Unknown,https://www.youtube.com/watch?v=bLT-XdPRUAA,2020-07-05
24,2020-07-05-2020-07-12,UCsyPEi8BS07G8ZPXmpzIZrg,3dpTbtUSIcI,Let&#39;s follow these 15 COVID Appropriate Behaviours,2020-07-06T11:42:28Z,103229,1085,111,19,106,Ministry of Health & Family Welfare,624000,Unknown,https://www.youtube.com/watch?v=3dpTbtUSIcI,2020-07-05
25,2020-07-05-2020-07-12,UCSzyUCH0VOxPYBOAyuqQwqA,8mUe8hVNkQw,When to End a COVID-19 Self-Quarantine,2020-07-09T18:40:24Z,94899,657,25,N/A,95,Medical City Healthcare,2960,Unknown,https://www.youtube.com/watch?v=8mUe8hVNkQw,2020-07-05
26,2020-07-05-2020-07-12,UC2CzLwbhTiI8pTKNVyrOnJQ,patthMPDOx0,"Covid-19 numbers as at July 11, 2020",2020-07-11T09:45:03Z,91696,911,37,176,113,Free Malaysia Today,391000,MY,https://www.youtube.com/watch?v=patthMPDOx0,2020-07-05
27,2020-07-05-2020-07-12,UC16niRr50-MSBwiO3YDb3RA,WE9gvJ8ou7g,Coronavirus: Immunity explained - BBC News,2020-07-08T12:53:19Z,89609,1543,243,497,210,BBC News,11100000,GB,https://www.youtube.com/watch?v=WE9gvJ8ou7g,2020-07-05
28,2020-07-05-2020-07-12,UCOmcA3f_RrH6b9NmcNa4tdg,UrSm5JGeJ98,How a supercomputer could end the COVID pandemic [?],2020-07-06T13:00:09Z,83288,1463,107,126,649,CNET,3290000,US,https://www.youtube.com/watch?v=UrSm5JGeJ98,2020-07-05
29,2020-07-05-2020-07-12,UCHaHD477h-FeBbVh9Sh7syA,glK2V-7DJD8,Covid-19: The office after lockdown - 6 Minute English,2020-07-09T13:11:02Z,68981,1469,45,42,392,BBC Learning English,3890000,GB,https://www.youtube.com/watch?v=glK2V-7DJD8,2020-07-05
0,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,-GZmDWsUSBg,Tom Hanks And Rita Wilson Suffered Completely Different Covid-19 Symptoms,2020-07-15T08:52:09Z,2120782,20038,3063,5487,545,The Late Show with Stephen Colbert,8670000,Unknown,https://www.youtube.com/watch?v=-GZmDWsUSBg,2020-07-12
1,2020-07-12-2020-07-19,UCw-kH-Od73XDAt7qtH9uBYA,VHRkkeecg7c,COVID-19: The Great Reset,2020-07-14T13:08:59Z,1446470,6714,40234,N/A,4067,World Economic Forum,677000,CH,https://www.youtube.com/watch?v=VHRkkeecg7c,2020-07-12
2,2020-07-12-2020-07-19,UCMSsLqxqvZsNXi0Z-VjN89A,xJ4Epf8i1uk,The TRUTH of How COVID Spreads and Prevention of COVID | Airborne Transmission,2020-07-16T13:45:00Z,1355249,34563,2385,4960,1099,Doctor Mike Hansen,959000,US,https://www.youtube.com/watch?v=xJ4Epf8i1uk,2020-07-12
3,2020-07-12-2020-07-19,UCprcipiXNXTzJYJfN02rHsA,Cio3rh6ta3w,"Covid-19: How the Virus Gets in and How to Block It: Aerosols, Droplets, Masks, Face Shields, &amp; More",2020-07-17T03:29:03Z,973719,N/A,N/A,1451,5379,UCSF School of Medicine,28700,US,https://www.youtube.com/watch?v=Cio3rh6ta3w,2020-07-12
4,2020-07-12-2020-07-19,UC1a4RqaEpMsHja5dSlUE1mg,r4C5p8m-f14,Testing for COVID 19 using RT PCR,2020-07-13T13:41:51Z,866775,6342,309,306,604,Medmastery,123000,AT,https://www.youtube.com/watch?v=r4C5p8m-f14,2020-07-12
5,2020-07-12-2020-07-19,UC-Nnu2-eKA0aRYrCSx3kHDQ,RAka17279m4,Pregnant women who contract COVID-19 late in pregnancy may face severe pneumonia,2020-07-16T18:14:40Z,745755,1247,359,0,196,UW Medicine,27700,US,https://www.youtube.com/watch?v=RAka17279m4,2020-07-12
6,2020-07-12-2020-07-19,UCeY0bbntWzzVIaj2z3QigXg,202gq_1r1Vw,Monkey Business: How COVID-19 Impacted Local Species In Thailand | NBC News NOW,2020-07-14T01:30:00Z,612952,2647,210,508,573,NBC News,6110000,Unknown,https://www.youtube.com/watch?v=202gq_1r1Vw,2020-07-12
7,2020-07-12-2020-07-19,UC1a4RqaEpMsHja5dSlUE1mg,bZ0h0pyFgSY,Describing antigen testing for COVID 19,2020-07-15T15:03:17Z,580441,2796,157,123,597,Medmastery,123000,AT,https://www.youtube.com/watch?v=bZ0h0pyFgSY,2020-07-12
8,2020-07-12-2020-07-19,UCIX5wJ6wai-zFzkZq-5-ZBw,MvVx8GOJfRc,A COVID-19 Survivor's Story,2020-07-14T22:15:00Z,543676,8213,506,1740,784,Huntington Ingalls Industries,103000,US,https://www.youtube.com/watch?v=MvVx8GOJfRc,2020-07-12
9,2020-07-12-2020-07-19,UC_gUM8rL-Lrg6O3adPW9K1g,V1tQnU5WtTQ,WION Wideangle: Coronavirus: Pandemic or &#39;Plan&#39;demic?,2020-07-17T19:28:42Z,446361,7479,849,2231,1521,WION,4050000,IN,https://www.youtube.com/watch?v=V1tQnU5WtTQ,2020-07-12
10,2020-07-12-2020-07-19,UChDKyKQ59fYz3JO2fl0Z6sg,7F3R8_YHO8o,How Effective Against Coronavirus Are Face Shields Compared To Masks? | TODAY,2020-07-14T21:00:02Z,428275,2513,1651,1557,310,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=7F3R8_YHO8o,2020-07-12
11,2020-07-12-2020-07-19,UC_Lnb8ZHqqgLbp-7hltuT9w,MyDu0MjWrHM,Crisis In Bali&#39;s Paradise: The COVID-19 Impact,2020-07-17T23:00:07Z,412023,3395,107,790,273,CNA Insider,991000,SG,https://www.youtube.com/watch?v=MyDu0MjWrHM,2020-07-12
12,2020-07-12-2020-07-19,UChDKyKQ59fYz3JO2fl0Z6sg,MtsSMKMBZNk,Texas Sets Daily Records For New Coronavirus Cases And Hospitalizations | TODAY,2020-07-15T14:00:12Z,187780,749,682,1080,223,TODAY,3250000,Unknown,https://www.youtube.com/watch?v=MtsSMKMBZNk,2020-07-12
13,2020-07-12-2020-07-19,UCrp_UI8XtuYfpiqluWLD7Lw,fj8XnXQnxsk,Here are the jobs that are disappearing and booming because of Covid-19,2020-07-16T18:53:45Z,135544,1441,122,243,374,CNBC Television,1840000,US,https://www.youtube.com/watch?v=fj8XnXQnxsk,2020-07-12
14,2020-07-12-2020-07-19,UCG-iSMVtWbbwDDXgXXypARQ,kk7KNBak-i0,Coronavirus Pandemic Update 96: RNA Vaccine; Ivermectin; von Willebrand Factor and COVID-19,2020-07-15T19:23:49Z,124724,4030,65,687,1207,MedCram - Medical Lectures Explained CLEARLY,1280000,US,https://www.youtube.com/watch?v=kk7KNBak-i0,2020-07-12
15,2020-07-12-2020-07-19,UCknLrEdhRCp1aegoMqRaCZg,ZpBX_qqfC0M,Coronavirus immunity: What do we know? | COVID-19 Special,2020-07-15T15:07:15Z,113291,1340,127,317,715,DW News,2960000,DE,https://www.youtube.com/watch?v=ZpBX_qqfC0M,2020-07-12
16,2020-07-12-2020-07-19,UC_AK324Za3GR5O55EhKGSMA,xRTMXvZ75dY,Life Cycle of the Coronavirus,2020-07-13T16:03:50Z,113731,441,36,18,163,Johns Hopkins Bloomberg School of Public Health,23700,US,https://www.youtube.com/watch?v=xRTMXvZ75dY,2020-07-12
17,2020-07-12-2020-07-19,UCknLrEdhRCp1aegoMqRaCZg,dbrg4-ZQIEg,Coronavirus conspiracy theories: Why do people fall for them? | COVID-19 Special,2020-07-17T15:19:37Z,82092,867,348,467,723,DW News,2960000,DE,https://www.youtube.com/watch?v=dbrg4-ZQIEg,2020-07-12
18,2020-07-12-2020-07-19,UCK7tptUDHh-RYDsdxO1-5QQ,OkzNElJ1pSI,How Coronavirus Spread Across the U.S. | WSJ,2020-07-15T16:00:08Z,72411,1078,267,281,373,Wall Street Journal,3200000,US,https://www.youtube.com/watch?v=OkzNElJ1pSI,2020-07-12
19,2020-07-12-2020-07-19,UCiMg06DjcUk5FRiM3g5sqoQ,OSie2SsVXqQ,Taking Care of Your Daily Health During COVID -19,2020-07-13T14:50:03Z,59627,133,15,N/A,134,Centers for Disease Control and Prevention (CDC),563000,US,https://www.youtube.com/watch?v=OSie2SsVXqQ,2020-07-12
20,2020-07-12-2020-07-19,UCgH_SmWw9WianYyOB5Y6tEA,4_JCitC8RVo,Starting A Business During COVID-19: Is it the Right Time?,2020-07-17T14:00:03Z,37732,155,16,7,151,GoDaddy,155000,US,https://www.youtube.com/watch?v=4_JCitC8RVo,2020-07-12
